Song,Date,Number of Plays
Lila,1959-04-02,176
Mara,1995-08-26,454
Hermione,1919-01-11,64
Cherrita,2004-10-20,489
Christian,1974-02-05,405
Diena,1986-06-26,22
Therine,1972-04-27,133
Ronna,2013-03-26,196
Sam,1961-08-08,117
Danika,1906-02-10,127
Nannie,1911-06-15,918
Kial,1975-08-03,511
Allyce,1948-07-07,419
Dode,1997-07-10,815
Fred,1995-07-30,143
Dominga,2008-01-04,865
Netty,1992-02-08,245
Maryellen,1955-09-05,681
Lorenza,1946-12-21,389
Linet,1943-05-25,537
Wendi,1975-08-30,637
Vevay,2019-11-19,777
Anestassia,1956-05-02,490
Doro,1977-05-12,734
Winifred,1935-09-29,780
Brooks,1982-12-28,575
Merci,1923-05-28,476
Charissa,1987-08-21,676
Ayn,1980-07-16,457
Willetta,1975-02-10,52
Misha,1940-05-08,871
Ileana,1988-06-09,1000
Janey,2003-01-25,483
Winifred,1997-01-03,865
Arlina,1935-05-01,495
Cathyleen,1947-02-11,559
Michaelina,1960-03-13,418
Madelle,1986-08-29,739
Valera,1965-09-30,388
Marjie,1966-07-24,507
Goldie,1917-01-28,852
Frieda,1988-04-14,621
Deirdre,1902-10-20,812
Calla,1903-03-13,864
Magdalena,1975-06-04,532
Dianemarie,2010-11-22,324
Johna,2010-06-05,87
Anallese,1969-02-25,692
Dolli,1934-10-16,750
Korrie,1951-05-14,926
Albertina,1904-06-02,506
Cecile,1974-12-05,22
Lacie,2001-05-12,282
Norine,1960-04-24,829
Sherrie,1939-03-25,389
Ardys,1967-10-28,581
Addia,1932-12-28,134
Tierney,2012-11-02,404
Tamqrah,1910-03-18,60
Andeee,2002-02-07,794
Coral,1953-02-19,656
Gloria,1952-03-27,998
Farrah,1977-05-10,965
Kylynn,1959-08-23,876
Siana,1931-11-24,111
Albertina,1952-06-30,648
Melisent,1905-07-25,193
Basia,1909-04-27,415
Maurene,1916-09-02,246
Joane,1923-12-26,85
Willetta,1980-02-05,930
Christy,1963-09-05,377
Elbertina,1957-12-26,213
Philis,1918-12-31,695
Marcelline,2009-01-04,659
Nananne,1910-07-18,753
Emelina,1932-10-17,731
Dennie,2001-07-07,863
Flory,1972-07-07,155
Florencia,2000-04-27,67
Margarette,1990-03-13,347
Margette,1937-06-08,565
Pierette,1951-05-30,410
Gerianna,1958-07-26,679
Annaliese,1951-01-31,417
Celestyna,1937-09-12,693
Nickie,1997-09-06,586
Yolane,1967-02-27,700
June,1947-06-25,521
Perry,1942-12-27,965
Nollie,1987-11-12,818
Carolina,1993-08-30,679
Winny,1976-02-14,765
Mary,1933-11-13,229
Barbara,1982-08-24,334
Gerianna,1911-01-16,932
Trixi,1984-05-14,888
Clo,1922-08-03,653
Vinita,2001-09-15,773
Moyna,1958-09-24,177
Doralynne,1950-03-25,213
Aili,2011-09-07,169
Lisette,2009-02-22,94
Donetta,1977-03-24,10
Shaine,1919-07-24,914
Madeleine,1978-12-26,818
Julieta,1925-12-10,375
Celene,1958-11-10,18
Jennica,1964-06-13,303
Dulcinea,1992-02-02,140
Jenilee,2009-10-02,620
Celisse,1971-01-28,51
Heddie,1917-07-07,108
Mara,1946-11-21,544
Dorothy,1997-12-30,453
Cyb,2017-04-30,974
Mildrid,1914-01-01,144
Charmaine,1986-01-29,633
Blinni,1981-05-14,628
Rhea,1934-07-08,182
Leontine,1979-05-23,763
Kittie,1932-04-16,385
Tonia,2000-02-14,829
Kial,1988-05-23,589
Camile,1959-07-02,465
Sybille,1978-08-04,963
Wendi,2011-02-12,914
Orelia,1960-03-15,239
Drucie,1965-12-21,138
Shaylyn,1922-10-17,371
Averyl,1925-05-18,140
Deedee,1937-04-23,282
Lucille,1988-10-06,757
Steffane,1965-07-19,752
Carlie,2017-11-05,464
Kaja,1964-03-14,364
Jobi,2015-10-05,598
Mariele,1990-04-18,721
Johna,1956-06-16,22
Nessie,2009-10-20,957
Gavrielle,1962-05-27,795
Belinda,1939-02-17,967
Elise,1917-04-15,184
Lanna,2003-04-18,252
Shaine,1976-01-03,345
Stevana,1909-02-16,213
Beverley,1922-11-24,935
Hermione,1933-12-20,229
Lanna,1974-01-20,72
Trixi,1933-08-20,114
Wilma,2010-05-30,885
Kaja,1934-12-28,986
Jordan,1916-12-26,851
Suzette,1945-12-06,763
Kimmy,2007-10-17,535
Vita,1900-05-11,106
Lucille,1907-05-06,421
Raf,1959-05-27,520
Brana,2005-09-01,6
Maurene,1987-05-31,344
Krystle,1942-06-15,446
Albertina,1944-09-15,440
Maurene,1941-09-05,414
Bobinette,1970-08-31,435
Cathyleen,1944-12-05,446
Kellen,1934-01-04,921
Kathy,1980-06-26,749
Elvira,1926-08-10,911
Marnia,1906-12-22,149
Dacia,2002-04-22,256
Elora,1981-01-19,772
Angelique,1977-06-14,741
Dode,1982-10-18,164
Tiffie,1963-07-14,264
Gwenneth,1995-02-15,346
Felice,1977-06-24,824
Philis,1905-02-24,545
Aaren,1925-09-23,564
Mariele,1940-08-24,359
Bertine,1925-06-25,361
Lilith,1957-11-09,233
Roseline,1961-02-07,23
Joeann,1910-11-22,794
Dode,1992-12-03,773
Alia,1926-05-04,761
Wanda,2013-07-17,777
Dania,2015-04-21,672
Joane,1909-09-02,188
Etta,1987-08-10,688
Alie,1942-11-05,894
Thalia,1940-06-22,203
Marita,1953-05-01,939
Florie,2017-03-03,628
Kassey,1975-01-09,366
Antonietta,1997-05-25,665
Dorothy,2004-03-06,363
Juliane,1991-06-11,839
Larine,1970-10-20,127
Ileana,2017-12-24,462
Magdalena,1920-06-05,882
Maud,1920-07-15,773
Celisse,1993-07-14,683
Annice,1934-10-11,123
Christian,1922-11-29,27
Lanna,1942-09-13,387
Demetris,1902-02-17,573
Amelia,1983-05-11,743
Henriette,1910-01-08,541
Leona,1938-02-15,395
Althea,2006-01-21,143
Ruthe,1936-04-04,437
Frieda,1953-09-08,670
Almeta,1971-09-03,400
Kara-Lynn,1947-01-10,975
Shauna,1960-04-15,502
Mariann,1944-09-25,511
Celestyna,1998-12-19,532
Alejandra,1931-02-10,201
Nadine,1904-05-26,659
Yolane,1966-10-11,850
Nita,2014-10-09,302
Teddie,1983-03-16,665
Dorthy,2012-07-20,623
Lorne,1919-01-27,501
Julieta,1983-02-01,348
Olwen,1927-11-16,685
Rosaline,2003-07-04,283
Cristine,1962-06-04,658
Aeriela,1932-06-20,964
Celisse,1917-04-04,462
Alia,1940-11-24,848
Konstance,1905-03-25,742
Sabina,1934-11-29,560
Dolli,1908-03-30,734
Kate,1910-10-10,382
Almeta,1986-04-27,773
Paule,1928-10-23,472
Shaylyn,1901-01-07,498
Christy,1995-10-21,581
Diena,1981-08-11,589
Caryl,1995-12-03,521
Dennie,2017-07-11,209
Lauryn,1977-04-20,731
Gale,1971-05-12,244
Rozele,1954-03-26,660
Leia,2015-07-14,282
Marleah,1984-12-03,70
Stephanie,1924-08-30,895
Philis,1977-03-30,616
Wileen,1995-06-29,156
Dorice,1906-03-10,857
Fawne,1962-10-06,815
Brietta,1937-07-17,410
Gui,2018-11-01,942
Dorthy,1932-06-02,907
Doralynne,1959-08-02,462
Chrystel,1912-11-12,67
Janey,1980-10-16,961
Lory,1962-08-08,546
Leona,1928-12-23,279
Jean,1929-09-26,242
Lonnie,1961-01-13,451
Bettine,1984-09-23,375
Margalo,1955-07-07,15
Jeanna,1916-03-11,323
Gilda,1970-09-30,92
Orelia,2012-04-07,728
Bertine,1968-08-17,747
Tressa,1922-01-25,971
Jacenta,2004-08-24,511
Doro,1971-08-06,86
Katleen,1991-09-15,287
Sonni,2006-11-13,551
Leia,2016-06-26,724
Shaine,1950-02-13,274
Fanchon,1901-04-20,314
Magdalena,1904-08-27,931
Dawn,2008-03-03,10
Marita,1961-02-17,270
Ira,1926-11-30,577
Mathilda,1957-08-21,132
Averyl,1982-10-23,329
Joelly,1939-09-04,619
Nelle,1931-05-16,505
Renae,1951-04-02,843
Bill,1982-05-24,174
Dorthy,1975-06-07,660
Verla,1937-03-01,86
Barbara,1939-10-11,806
Rozele,1921-08-19,256
Kellen,1980-04-26,32
Margalo,1990-03-31,390
Frieda,1978-03-28,105
Alejandra,1976-09-10,83
Odessa,1992-04-13,582
Nonnah,2009-06-02,587
Chastity,1940-03-26,148
Glenda,2009-02-07,396
Tami,1956-10-30,118
Tabbatha,1950-06-02,935
Caryl,1958-05-07,630
Cacilie,1944-01-18,41
Anica,1926-12-31,855
Ulrike,1945-02-28,355
Kamilah,1973-02-06,203
Cyb,1943-09-06,328
Lucille,1910-02-15,225
Zaria,1952-02-13,684
Maurene,1965-03-25,708
Lorie,1942-08-05,448
Yvonne,2000-12-10,920
Mamie,1998-10-11,622
Joane,1903-12-21,332
Christy,1922-06-04,222
Nikki,1930-11-10,319
Laurene,1922-06-10,512
Frieda,1943-05-11,730
Jackie,1969-12-01,164
Anestassia,1997-11-11,706
Charissa,1918-10-11,508
Roseline,1972-01-15,983
Darci,2001-05-27,76
Tomasina,1927-01-18,180
Damaris,1935-05-17,888
Gusella,1979-11-29,119
Sashenka,1990-03-12,771
Tressa,2003-02-18,210
Karly,1933-12-04,673
Chickie,1999-08-26,128
Ileana,1905-11-28,490
Rani,1988-07-24,322
Karly,1981-10-05,147
Shannah,1991-02-24,247
Berget,1925-09-15,870
Alisha,2003-05-26,583
Perry,1990-08-14,982
Yolane,2018-10-09,435
Sibella,1964-08-08,181
Nadine,1903-10-26,693
Althea,1973-11-19,135
Ardys,2017-11-14,311
Pollyanna,1977-09-09,730
Sidoney,1955-01-30,396
Gilligan,1983-11-14,112
Lacie,1908-08-24,404
Willetta,2001-01-05,647
Modestia,1996-06-16,430
Cordi,2003-06-30,416
Angela,1904-09-19,283
Danny,1985-01-04,67
Wilma,1940-11-10,897
Roberta,1930-07-08,37
Tybie,1922-07-25,734
Priscilla,1997-05-03,435
Angela,1978-10-02,94
Xylina,1959-07-04,779
Joeann,1949-06-06,936
Zia,2018-08-16,659
Jackie,1946-10-30,117
Renae,1992-03-01,636
Harrietta,1913-01-30,812
Barbi,1907-09-01,831
Nadine,1995-12-15,146
Mamie,1924-05-14,117
Kirbee,1934-03-07,189
Valera,1997-01-16,586
Mignon,1902-06-15,198
Gwenneth,1906-11-15,967
Gerianna,1905-12-29,285
Cathie,2004-11-15,944
Tabbatha,1910-11-10,389
Mady,1979-06-26,622
Jemie,1919-01-27,447
Heddie,1980-06-03,193
Magdalena,2003-12-20,280
Aigneis,1953-11-09,407
Collen,1969-04-20,96
Dawn,2016-10-14,724
Farrah,1960-05-19,722
Bill,2008-07-07,25
Natka,1980-01-18,409
Bernardine,1938-07-01,539
Kore,2011-08-06,326
Stevana,1964-01-23,713
Dennie,1934-11-28,226
Adele,1952-07-29,249
Charlena,2014-12-17,850
Eolanda,1968-10-18,173
Dennie,1967-05-20,74
Loree,1986-02-15,653
Madelle,1988-06-09,190
Jacenta,2009-04-29,308
Yolane,1909-03-16,873
Rosaline,2009-08-15,65
Roberta,1992-04-03,547
Henriette,1920-03-08,561
Shandie,1913-09-21,32
Ketti,1942-03-13,963
Shell,2019-08-30,767
Romona,1952-02-13,979
Karolina,1913-09-15,565
Vanessa,1920-06-07,545
Alia,2015-01-19,954
Lynnea,1927-04-08,813
Fina,1917-01-27,252
Collen,1971-06-14,914
Jacenta,1932-07-13,767
Valli,1955-06-16,200
Nikki,1947-09-01,678
Jaclyn,1904-08-08,713
Veda,1959-08-09,463
Christy,1962-12-13,803
Elora,1916-09-30,271
Kellen,1999-03-27,822
Damaris,1912-05-25,919
Deloria,1989-04-07,119
Rubie,1985-12-30,191
Elyssa,1950-03-19,721
Aili,2019-07-05,376
Amara,1949-12-16,237
Kamilah,2018-04-10,573
Gwyneth,1923-12-03,918
Chandra,1921-01-17,382
Dari,1906-08-16,747
Hettie,1957-01-18,375
Jacenta,2011-04-05,465
Modestia,1960-05-19,638
Dede,1949-05-05,489
Gertrud,1997-03-07,760
Jordan,2012-05-05,346
Frank,1923-11-16,294
Lynnea,1982-05-24,711
Ann-Marie,2009-06-11,335
Liana,1955-09-20,702
Jemie,1975-08-21,655
Romona,1952-07-28,712
Jan,1916-05-26,42
Blinni,1908-01-16,708
Gavrielle,1996-07-31,486
Rivalee,1950-06-23,990
Tami,1932-10-01,708
Annaliese,1939-06-17,58
Cassondra,1949-07-11,441
Ingrid,1908-04-25,556
Linet,1906-05-21,232
Lusa,1949-12-12,106
Ekaterina,1949-02-17,582
Yolane,1993-07-13,894
Taffy,1935-08-04,363
Cassondra,1943-09-15,407
Kalina,1909-06-19,429
Bee,1906-02-04,205
Alisha,1932-10-28,923
Corene,1915-08-17,657
Dulce,2014-05-26,142
Roslyn,1925-09-06,849
Gerianna,1939-07-12,161
Gwenneth,2014-10-15,202
Melanie,1903-05-22,619
Fanny,1994-03-02,470
Cherilyn,1950-01-03,686
Rebeca,1959-07-27,675
Chandra,1948-02-14,97
Maisey,1961-07-16,961
Malina,2013-09-30,691
Marline,1987-11-02,653
Carmencita,1981-03-21,75
Maud,1999-10-17,240
Celestyna,2012-04-03,62
Ariela,1909-07-26,968
Myrtice,2010-06-23,291
Fernande,1997-05-28,296
Kaja,1945-04-13,49
Sharai,2017-08-26,870
Aaren,1930-04-23,722
Shel,2012-11-27,32
Merle,1953-12-27,279
Kaia,1978-06-25,507
Lonnie,1917-09-30,749
Rochette,1947-10-19,570
Cassondra,2015-12-07,133
Kore,1901-04-15,240
Kelly,1966-07-11,581
Shandie,1952-12-12,729
Anestassia,1909-02-11,107
Bill,2007-12-31,448
Rivalee,1947-07-25,138
Hayley,1936-10-14,728
Priscilla,1942-01-09,222
Debee,1948-04-28,687
Bettine,1995-05-24,237
Patricia,1972-09-27,69
Viki,1930-08-12,702
Ada,1919-03-16,866
Lorne,2004-03-31,954
Shel,1999-06-29,197
Ruthe,1949-09-12,971
Nanete,1981-11-05,117
Bernie,1981-03-08,700
Therine,1979-03-15,331
Susette,1907-04-25,181
Nariko,1903-11-26,52
Helena,1961-08-19,750
Almeta,1901-07-30,535
Sindee,1983-07-09,937
Emylee,1988-03-26,956
Morganica,1997-11-02,307
Nikki,1996-12-06,45
Fayre,2019-01-20,937
Constance,1936-01-28,26
Nicoli,1956-10-25,817
Talya,1957-09-26,977
Ashlee,1937-04-21,30
Joeann,1903-02-13,130
Gwenneth,1923-09-27,315
Gabi,1970-07-12,856
Joceline,1941-02-15,340
Ninnetta,1923-08-05,652
Layla,1914-02-22,258
Ekaterina,1983-09-28,529
Marcy,1915-04-26,530
Janis,1917-03-28,65
Lanae,1938-10-17,654
Luci,1931-09-08,304
Gabriellia,1978-05-20,617
Latisha,1955-11-29,958
Arabel,1931-03-21,647
Nickie,2012-12-13,346
Jenilee,1945-05-10,712
Lynde,2018-04-07,242
Lucy,1966-05-18,574
Melisent,1903-04-08,36
Sara-Ann,1994-08-16,630
Averyl,1928-04-16,986
Damaris,1937-08-05,495
Constance,1997-12-27,106
Doralynne,1903-08-10,828
Meriel,2001-12-13,963
Priscilla,1970-08-02,727
Selia,2012-07-21,387
Dorice,1981-07-14,814
Tilly,1936-10-29,846
Priscilla,1911-08-27,42
Edyth,2009-12-20,459
Gusella,1941-01-23,463
Sam,1973-10-21,772
Evaleen,2018-06-01,692
Clarice,1944-08-09,692
Phylis,2018-12-19,335
Juliane,1933-01-18,178
Claudina,1918-05-21,319
Agathe,1991-11-08,330
Gaylene,1944-08-18,581
Doralynne,1985-08-17,13
Leeanne,1945-07-23,527
Lesly,1912-08-24,32
Sidoney,2005-06-27,493
Shaine,1962-12-31,649
Natka,1951-07-25,313
Catharine,1953-01-31,142
Nita,1923-01-08,877
Tori,1984-12-03,934
Grier,1942-11-25,317
Wynne,1940-01-07,533
Josephine,1900-01-07,923
June,2017-01-08,680
Tani,1981-09-01,594
Eolanda,1990-07-14,392
Chickie,1916-03-25,825
Eolanda,2006-03-02,783
Kristan,1986-04-04,334
Leeanne,1909-05-11,272
Margalo,2019-06-17,249
Debee,1924-04-19,57
Zondra,1939-09-05,887
Leeanne,1965-06-21,725
Binny,1935-11-28,259
Vivia,1955-06-12,901
Valeda,2006-09-30,461
Jenilee,1920-11-06,660
Dotty,1985-08-03,150
Gavrielle,2009-08-31,414
Blake,2019-02-05,279
Dyann,1975-04-18,485
Tracey,1981-11-24,216
Aurore,2014-06-17,382
Annaliese,1914-06-05,275
Nadine,1923-01-14,392
Leona,1909-12-29,601
Sharlene,1962-08-15,946
Marline,1945-09-25,36
Beth,2011-11-18,341
Harrietta,2018-09-28,812
Augustine,1972-04-25,747
Doralynne,1963-05-02,729
Basia,1968-10-14,253
Hayley,1926-07-27,942
Celestyna,2013-06-17,1000
Amelia,1958-05-19,986
Hermione,2006-05-28,109
Jsandye,2017-01-20,655
Margette,1971-06-13,87
Shirlee,1911-08-18,339
Gerianna,1989-03-06,198
Aimil,1954-08-23,408
Devina,1996-02-11,869
Marylou,1984-03-09,699
Helsa,1941-08-29,748
Jackie,1916-06-20,580
Vevay,1916-08-31,707
Dominga,1945-12-04,642
Ada,1929-08-05,751
Adelle,1974-07-04,177
Max,1983-07-26,595
Sabina,2006-10-02,997
Violet,1953-02-16,912
Maye,1950-03-21,612
Kenna,2012-02-25,406
Chandra,1929-10-15,422
Mariann,2019-07-07,299
Lorne,1994-10-15,108
Lexine,2005-09-24,622
Elora,1953-02-21,818
Nikki,1968-08-14,632
Nita,1980-11-26,524
Agathe,1967-05-25,208
Danny,1948-03-30,191
Kittie,2014-09-07,814
Jobi,2007-06-05,298
Rayna,2006-01-20,111
Paule,1927-02-04,133
Micheline,1942-01-11,246
Andree,1927-12-03,885
Pierette,1968-10-23,771
Quintina,1987-10-03,326
Shaylyn,1986-07-01,851
Brena,1925-02-03,42
Gwenneth,1941-03-02,460
Ulrike,1911-11-24,589
Annaliese,2001-07-08,506
Allyce,2013-08-29,930
Kenna,1935-06-06,924
Grier,2011-03-29,745
Fanny,1926-05-09,640
Gale,1901-04-07,902
Maye,1926-11-30,735
Brena,2006-03-17,120
Augustine,1998-03-16,696
Ayn,1973-07-10,72
Mary,1960-02-15,438
Fayre,1948-07-19,851
Aimil,2014-09-20,568
Merry,1925-02-06,702
Etta,2002-11-17,989
Minne,2009-12-16,442
Barbi,1905-04-24,575
Emelina,1944-12-03,568
Lucille,1938-08-02,896
Wanda,2018-11-25,488
Kamilah,1987-08-16,442
Dennie,1996-01-15,543
Devina,2003-03-10,372
Shaylyn,1963-06-10,18
Berta,1931-09-14,185
Eugine,1932-03-25,184
Winny,1969-04-08,126
Gui,1947-10-16,568
Merrie,2005-04-01,921
Ericka,1921-05-10,806
Molli,1907-07-30,60
Jemie,1949-10-14,979
Maryellen,1908-02-03,782
Ira,1928-07-22,480
Ronna,1938-12-29,723
Jaclyn,1925-04-16,55
Feliza,1965-07-09,113
Celene,1909-07-06,904
Marleah,1903-07-05,13
Danny,1932-06-12,501
Caryl,1926-01-03,245
Rosene,1918-11-06,873
Nadine,1942-04-03,524
Kenna,1956-07-21,231
Bill,1977-12-22,116
Leanna,2000-08-06,475
Morganica,1930-07-25,195
Alexine,2013-01-05,884
Silvana,2015-03-22,386
Tami,1974-11-13,894
Debee,1968-11-11,686
Gui,2018-08-16,127
Britte,1960-07-28,191
Sara-Ann,1994-02-05,638
Belinda,1959-05-13,507
Dacia,1916-10-19,662
Pearline,1983-08-13,50
Danika,1932-07-10,729
Yvonne,1900-06-22,77
Ebonee,2014-06-05,692
Shell,1983-12-25,483
Goldie,2015-12-07,378
Elise,1986-05-24,398
Dede,2015-10-12,632
Jillayne,1998-07-02,668
Esmeralda,1933-08-19,79
Janeczka,2001-04-13,555
Kylynn,1982-11-21,369
Dominga,1926-03-29,264
Evaleen,1905-06-16,32
Loree,1964-06-16,732
Candy,1944-07-29,742
Cassondra,1988-08-28,130
Alameda,2004-09-04,84
Christy,2010-01-31,64
Therine,1932-12-26,289
Addia,1960-04-25,34
Nananne,1979-08-31,251
Randa,2009-12-04,820
Tonia,2002-06-29,452
Lorenza,1916-06-27,102
Kayla,1944-05-27,155
Brietta,1912-06-11,487
Hettie,1938-08-02,624
Lusa,1956-04-10,917
Alexine,1941-01-29,211
Mady,1908-11-28,470
Kary,2016-04-05,768
Maridel,1931-01-01,817
Hildegaard,1926-10-19,393
Beth,1911-10-29,197
Linet,2010-03-12,353
Kassey,2017-01-20,15
Alejandra,1979-02-10,594
Esmeralda,1936-01-02,272
Ursulina,1923-11-19,35
Britni,1948-03-04,518
Giustina,1926-10-01,631
Allyce,1927-03-18,32
Robbi,1954-02-27,257
Blondelle,1997-08-04,952
Jillayne,1972-03-14,782
Jsandye,2011-05-07,999
Correy,1916-12-29,305
Merle,1925-12-13,952
Christal,1905-10-24,883
Vevay,1969-10-20,119
Justinn,1942-05-07,8
Siana,1956-09-16,573
Fanny,1978-04-19,675
Sabina,1981-09-18,476
Elfreda,2010-09-22,610
Brynna,1969-09-22,703
Eugine,1936-07-15,424
Louella,1983-03-14,504
Randa,1942-01-28,327
Jobi,1978-12-20,502
Corly,1912-10-23,476
Doralynne,2018-09-12,419
Elvira,1993-05-13,615
Oona,1963-05-06,341
Veda,1987-10-21,200
Lanae,2010-05-28,705
Minne,1997-09-10,675
Felice,1991-09-30,90
Rani,1969-03-23,654
Talya,1983-10-15,156
Karlee,1952-10-09,189
Halette,1919-09-20,377
Gaylene,1951-11-30,491
Ardys,1993-05-01,445
Steffane,1927-04-16,2
Florie,1930-03-07,819
Kelly,1958-04-19,84
Evita,1950-06-08,24
Tami,2016-07-30,14
Ira,1902-05-11,853
Vonny,2001-10-28,762
Ethel,1999-09-15,979
Karly,1998-04-29,619
Mamie,1946-02-26,675
Elvira,2008-04-22,484
Sidoney,1953-01-21,553
Edith,2000-04-12,273
Orelia,1920-06-25,199
Louella,1925-10-30,976
Asia,1952-08-10,778
Robinia,1915-10-09,983
Lindie,1924-01-21,161
Nollie,1963-02-27,905
Sue,1905-03-16,811
Dione,2004-03-26,487
Ashlee,1953-10-07,932
Bernie,1958-11-13,833
Gui,1957-02-20,881
Deirdre,1908-08-31,365
Gale,1939-11-13,142
Ira,1977-07-08,946
Tabbatha,1936-02-05,611
Myriam,1978-12-02,142
Vere,1930-01-18,665
Lolita,1931-08-03,211
Dacia,1974-08-25,859
Steffane,1958-12-16,341
Atlanta,1994-05-04,986
Basia,1900-10-25,784
Gerianna,1905-02-24,61
Correy,2001-03-05,263
Zondra,1934-12-11,597
Alie,1950-06-13,545
Hildegaard,1978-03-24,529
Ingrid,2017-11-25,205
Ida,1912-10-12,821
Maye,1948-08-11,189
Lizzie,1929-03-20,98
Lila,1979-05-13,764
Isa,1937-12-20,762
Judy,2014-04-22,884
Calla,1950-04-15,62
Dale,1945-05-17,353
Abbie,1948-12-04,924
Dulcinea,1937-01-17,572
Lilith,1978-03-05,590
Jaime,1986-03-20,26
Valera,1915-09-23,370
Blondelle,1903-11-21,228
Ruthe,1951-08-04,53
Lorne,1919-08-31,257
Binny,1974-07-17,428
Jasmina,2012-08-14,880
Tersina,1984-02-28,836
Lanae,1979-03-20,76
Fernande,1915-12-07,300
Sonni,1991-09-15,883
Chickie,1924-12-10,262
Anthia,1973-03-11,449
Mariann,1946-01-26,186
Sue,1969-07-23,722
Shauna,2006-08-11,296
Joceline,1995-12-28,34
Helsa,1913-06-06,814
Calla,1922-04-07,702
Aubrie,1972-11-29,80
Jackie,1926-06-01,532
Wendi,1988-01-14,880
Lucy,1925-10-12,843
Harmonia,1989-09-01,942
Glynnis,1938-12-20,660
Marcy,2004-03-31,126
Rhoda,1916-05-30,395
Shandie,1903-10-24,163
Riannon,2015-04-26,44
Tani,2002-12-29,520
Gilda,1910-03-23,152
Minne,1968-09-12,946
Judy,2013-04-16,714
Adele,1958-03-10,625
Darlleen,1997-01-08,840
Natka,2015-12-06,840
Henriette,1995-01-02,418
Deedee,1949-02-08,777
Gabriellia,1922-07-25,791
Viviene,1954-06-18,903
Marguerite,1995-05-22,302
Melisent,1946-06-24,245
Lory,1938-02-26,249
Madelle,1994-12-31,261
Katleen,1976-07-13,780
Beverley,1986-12-17,188
Lory,1943-08-26,135
Tarra,1974-08-28,374
Ilse,1973-09-16,26
Hope,1999-01-29,511
Sybille,1940-04-14,197
Lila,1974-08-20,297
Elena,1980-12-08,498
Britte,1941-09-22,113
Meg,1941-06-10,127
Bettine,1917-06-16,183
Olwen,1949-06-18,39
Alie,1944-11-29,673
Eve,1965-10-01,488
Natka,1906-11-20,251
Corene,1999-06-19,585
Joelly,1923-03-10,30
Kathy,1961-11-13,346
Vivia,1992-04-16,955
Sybille,1981-06-14,79
Jillayne,2015-01-06,245
Georgina,1955-12-19,655
Adore,1901-05-11,317
Jinny,1954-03-09,715
Ardenia,1938-10-31,370
June,1980-10-31,800
Kaja,1915-11-01,645
Riannon,1963-01-02,973
Selma,2005-02-17,654
Cissiee,1998-01-08,247
Vere,1903-09-29,653
Orsola,1922-07-31,985
Orsola,1904-03-25,947
Gloria,1941-04-02,94
Kittie,1993-01-31,931
Molli,1913-06-25,168
Wynne,1906-11-28,265
Lizzie,1935-02-09,964
Selma,1917-05-05,211
Annabela,1926-11-26,73
Audrie,1947-04-06,448
Tami,1961-11-04,327
Trudie,1907-03-22,672
Hettie,1907-01-17,466
Celene,1901-04-05,18
Althea,2008-08-03,678
Cathyleen,1975-01-29,319
Bobinette,1910-12-03,270
Almeta,2002-08-28,968
Trixi,1962-08-07,470
Leia,1995-02-02,670
Teriann,2018-01-13,643
Roberta,1923-03-23,868
Cristine,1990-12-05,300
Tersina,1948-12-12,979
Alyssa,2015-05-16,577
Cassondra,1920-11-28,134
Tracey,1968-06-21,870
Lolita,1917-01-28,928
Darci,1908-02-28,828
Emma,1916-04-01,825
Ulrike,1978-10-23,325
Edee,1985-07-02,750
Vere,1987-04-14,177
Lita,1955-12-21,979
Sam,1988-10-31,147
Evita,1914-01-23,536
Dacia,2016-01-30,746
Luci,1909-07-19,224
Veda,1926-09-07,841
Deloria,1987-09-22,10
Dorice,2001-05-13,134
Theodora,1917-03-03,758
Hollie,1957-07-06,399
Eve,2003-07-29,426
Claudina,1939-05-21,601
Kial,1990-12-20,558
Mallory,1950-05-16,310
Ruthe,1981-01-17,629
Flo,1975-10-06,664
Marjie,1932-12-04,50
Lelah,1928-03-19,175
Amii,1981-08-12,754
Marleah,2012-08-19,855
Hannis,1999-02-10,656
Agnese,1989-12-07,927
Katleen,1946-03-14,520
Sarette,1926-11-01,741
Belinda,2015-05-17,172
