Song,Date,Total Number of Plays for Date
Livvyy,1920-07-06,832
Livvyy,1938-01-23,64
Livvyy,1946-07-17,769
Livvyy,1947-06-16,375
Livvyy,1953-07-18,607
Livvyy,1956-11-01,350
Livvyy,1957-08-03,761
Livvyy,1977-02-09,987
Livvyy,1978-03-11,611
Livvyy,1997-03-11,798
Livvyy,2000-10-16,19
Livvyy,2011-01-25,756
Livvyy,2014-02-16,470
Lizzie,1915-06-18,152
Lizzie,1920-05-01,424
Lizzie,1929-03-20,98
Lizzie,1934-12-11,698
Lizzie,1935-02-09,964
Lizzie,1942-08-09,107
Lizzie,1951-06-11,880
Lizzie,1954-12-15,502
Lizzie,1962-11-26,451
Lizzie,1967-11-20,685
Lizzie,1969-08-11,819
Lizzie,1972-07-13,61
Lizzie,2009-11-26,707
Lolita,1915-07-23,558
Lolita,1917-01-28,928
Lolita,1931-02-04,296
Lolita,1931-08-03,211
Lolita,1933-06-15,686
Lolita,1937-10-16,813
Lolita,1945-04-15,346
Lolita,1948-08-22,35
Lolita,1963-10-17,695
Lolita,1967-10-18,152
Lolita,1972-05-01,131
Lolita,1977-12-10,40
Lolita,1993-08-09,189
Lolita,2003-01-06,651
Lolita,2013-03-08,812
Lolita,2016-03-18,843
Lonnie,1917-09-30,749
Lonnie,1926-05-05,955
Lonnie,1931-08-26,520
Lonnie,1939-04-08,169
Lonnie,1954-09-22,119
Lonnie,1960-05-03,944
Lonnie,1961-01-13,451
Lonnie,1963-05-15,627
Lonnie,1963-07-31,295
Lonnie,1973-04-03,523
Lonnie,1986-02-11,830
Lonnie,1987-03-27,183
Lonnie,1988-12-01,830
Lonnie,1997-09-29,625
Lonnie,1999-05-31,783
Lonnie,2001-01-13,555
Lonnie,2002-11-02,327
Lonnie,2010-03-05,46
Loree,1904-05-02,587
Loree,1907-05-15,898
Loree,1918-03-22,578
Loree,1929-05-17,409
Loree,1935-10-21,173
Loree,1944-10-25,798
Loree,1954-04-03,626
Loree,1963-08-04,786
Loree,1964-01-05,604
Loree,1964-06-16,732
Loree,1964-11-05,695
Loree,1968-02-05,386
Loree,1976-06-20,634
Loree,1986-02-15,653
Loree,1992-05-28,385
Loree,1997-03-30,234
Loree,2009-04-04,626
Loree,2011-11-22,814
Lorenza,1906-04-08,899
Lorenza,1907-09-06,658
Lorenza,1916-06-27,102
Lorenza,1922-02-20,767
Lorenza,1931-11-19,919
Lorenza,1934-10-26,642
Lorenza,1938-03-10,378
Lorenza,1941-03-03,106
Lorenza,1942-04-09,280
Lorenza,1946-12-21,389
Lorenza,1953-05-23,982
Lorenza,1955-01-22,40
Lorenza,1982-08-10,703
Lorenza,1985-11-18,375
Lorenza,1994-02-20,829
Lorenza,2004-04-15,521
Lorenza,2009-10-14,979
Lorie,1901-07-09,943
Lorie,1903-08-23,203
Lorie,1904-06-10,908
Lorie,1908-06-05,703
Lorie,1919-01-03,885
Lorie,1932-01-30,392
Lorie,1938-09-10,185
Lorie,1942-08-05,448
Lorie,1955-03-03,310
Lorie,1977-08-14,1
Lorie,1984-10-11,842
Lorie,1988-05-16,308
Lorie,2000-11-27,849
Lorie,2004-12-19,169
Lorie,2012-06-09,803
Lorne,1919-01-27,501
Lorne,1919-08-31,257
Lorne,1947-05-07,401
Lorne,1966-08-26,504
Lorne,1974-04-26,545
Lorne,1979-04-08,430
Lorne,1982-04-05,757
Lorne,1994-10-15,108
Lorne,2004-03-31,954
Lorne,2008-11-12,568
Lorne,2018-05-02,578
Lory,1900-03-31,39
Lory,1901-02-26,384
Lory,1908-11-27,566
Lory,1924-08-01,386
Lory,1938-01-07,498
Lory,1938-02-26,249
Lory,1943-08-26,135
Lory,1944-06-13,982
Lory,1959-03-16,865
Lory,1962-08-08,546
Lory,1967-10-29,805
Lory,1972-02-02,200
Lory,1974-12-02,173
Lory,1975-11-20,590
Lory,1996-11-21,145
Lory,2000-03-11,55
Lory,2011-04-09,128
Lory,2014-11-27,64
Louella,1904-07-25,622
Louella,1907-10-29,377
Louella,1912-06-01,980
Louella,1913-03-31,143
Louella,1917-05-27,691
Louella,1925-01-07,986
Louella,1925-10-30,976
Louella,1983-03-14,504
Louella,1984-10-22,694
Louella,1990-01-04,102
Louella,1994-03-11,977
Louella,1995-06-03,957
Louella,1997-08-24,398
Luci,1909-07-19,224
Luci,1915-06-07,194
Luci,1917-09-08,882
Luci,1925-10-11,123
Luci,1931-09-08,304
Luci,1938-12-17,893
Luci,1942-01-05,262
Luci,1960-03-17,736
Luci,1976-06-08,724
Luci,1982-12-21,930
Luci,1991-02-23,106
Lucille,1901-12-30,102
Lucille,1904-05-28,399
Lucille,1907-05-06,421
Lucille,1910-02-15,225
Lucille,1926-05-20,84
Lucille,1933-11-12,1000
Lucille,1938-08-02,896
Lucille,1938-09-08,730
Lucille,1955-04-27,512
Lucille,1956-09-11,408
Lucille,1964-12-10,934
Lucille,1970-06-05,93
Lucille,1970-09-03,694
Lucille,1983-08-10,568
Lucille,1988-10-06,757
Lucille,2005-07-26,70
Lucille,2007-07-05,704
Lucy,1919-08-18,249
Lucy,1925-10-12,843
Lucy,1928-10-02,813
Lucy,1943-11-21,413
Lucy,1947-10-19,183
Lucy,1951-11-17,230
Lucy,1964-12-23,566
Lucy,1966-05-18,574
Lucy,1972-10-19,356
Lucy,1978-05-13,528
Lucy,2005-02-01,445
Lucy,2011-06-18,813
Lucy,2014-08-16,129
Lucy,2015-07-10,853
Lucy,2016-11-25,835
Lulita,1907-08-08,969
Lulita,1908-07-27,943
Lulita,1921-12-05,620
Lulita,1929-03-08,271
Lulita,1935-06-21,939
Lulita,1955-03-17,458
Lulita,1958-11-11,381
Lulita,1986-06-01,491
Lulita,1993-10-14,951
Lulita,1994-12-12,890
Lulita,1997-09-11,722
Lulita,1997-12-19,685
Lulita,1998-06-18,173
Lulita,2007-05-27,891
Lulita,2008-08-06,842
Lulita,2013-01-27,567
Lusa,1906-11-08,866
Lusa,1907-12-15,597
Lusa,1924-05-19,1
Lusa,1928-11-03,217
Lusa,1930-04-25,745
Lusa,1947-04-10,393
Lusa,1949-03-21,990
Lusa,1949-12-12,106
Lusa,1951-09-14,237
Lusa,1951-10-27,845
Lusa,1955-09-05,150
Lusa,1956-04-10,917
Lusa,1956-08-29,358
Lusa,1960-09-07,675
Lusa,1969-11-18,287
Lusa,1990-10-29,401
Lusa,2005-03-18,180
Lusa,2015-02-27,919
Lynde,1908-05-02,516
Lynde,1910-11-07,717
Lynde,1925-09-04,463
Lynde,1926-08-04,650
Lynde,1961-12-01,699
Lynde,1968-01-08,237
Lynde,1976-06-11,25
Lynde,2011-11-28,941
Lynde,2018-04-07,242
Lynea,1906-10-17,146
Lynea,1916-05-11,822
Lynea,1917-01-16,389
Lynea,1917-01-25,40
Lynea,1920-01-04,573
Lynea,1920-08-03,182
Lynea,1935-04-25,36
Lynea,1940-07-31,258
Lynea,1944-01-18,544
Lynea,1956-12-18,92
Lynea,1965-06-10,895
Lynea,1965-08-25,499
Lynea,1974-09-19,314
Lynea,1982-06-24,448
Lynea,2015-06-06,143
Lynnea,1919-07-07,653
Lynnea,1927-04-08,813
Lynnea,1929-12-06,994
Lynnea,1961-07-12,936
Lynnea,1964-08-22,822
Lynnea,1966-04-06,241
Lynnea,1967-09-25,854
Lynnea,1976-07-05,822
Lynnea,1978-04-04,988
Lynnea,1982-05-24,711
Lynnea,1984-03-24,621
Lynnea,1985-04-29,58
Lynnea,1989-11-14,469
Lynnea,1996-03-05,825
Lynnea,2009-09-19,943
Lynnea,2010-03-17,177
Lynnea,2011-03-24,102
Lynnea,2012-11-30,131
Lyssa,1912-12-13,100
Lyssa,1921-07-10,381
Lyssa,1932-01-14,248
Lyssa,1935-04-17,893
Lyssa,1938-04-25,156
Lyssa,1947-06-14,821
Lyssa,1950-11-11,319
Lyssa,1952-02-23,425
Lyssa,1957-04-18,97
Lyssa,1958-07-12,997
Lyssa,1959-09-07,830
Lyssa,1966-11-23,338
Lyssa,1981-08-31,246
Lyssa,1992-12-07,741
Lyssa,1994-04-23,307
Lyssa,2016-11-10,803
Lyssa,2019-05-07,454
Madalyn,1906-10-30,448
Madalyn,1909-02-11,304
Madalyn,1916-09-22,686
Madalyn,1923-05-05,402
Madalyn,1959-06-21,199
Madalyn,1960-05-06,804
Madalyn,1961-08-11,501
Madalyn,1961-08-18,865
Madalyn,1967-07-06,372
Madalyn,1977-01-08,811
Madalyn,1978-07-06,368
Madalyn,1979-02-08,794
Madalyn,1995-03-26,255
Madalyn,1997-12-26,645
Madalyn,2001-05-30,484
Madalyn,2003-01-19,369
Madalyn,2014-03-23,198
Madalyn,2015-04-03,340
Madeleine,1908-05-21,731
Madeleine,1920-07-08,880
Madeleine,1924-02-10,806
Madeleine,1942-07-30,916
Madeleine,1973-03-18,786
Madeleine,1978-12-26,818
Madeleine,1984-02-14,528
Madeleine,2011-03-12,836
Madelle,1906-02-27,772
Madelle,1921-05-28,757
Madelle,1923-03-04,440
Madelle,1939-10-24,723
Madelle,1948-09-01,577
Madelle,1953-03-18,121
Madelle,1958-04-02,331
Madelle,1958-06-08,994
Madelle,1964-03-16,917
Madelle,1964-07-30,612
Madelle,1965-07-15,111
Madelle,1970-11-22,224
Madelle,1978-07-25,281
Madelle,1982-08-09,337
Madelle,1986-08-29,739
Madelle,1988-06-09,190
Madelle,1994-12-31,261
Madelle,2002-07-11,1
Mady,1908-11-28,470
Mady,1963-11-21,585
Mady,1965-11-06,353
Mady,1967-02-26,143
Mady,1975-08-25,366
Mady,1975-12-18,383
Mady,1979-06-26,622
Mady,1994-10-07,393
Mady,2000-08-14,539
Mady,2016-02-20,556
Magdalena,1904-08-27,931
Magdalena,1905-06-21,646
Magdalena,1905-07-26,975
Magdalena,1920-06-05,882
Magdalena,1924-07-23,773
Magdalena,1959-10-28,710
Magdalena,1959-10-31,888
Magdalena,1961-08-20,676
Magdalena,1967-08-28,335
Magdalena,1970-11-23,399
Magdalena,1975-06-04,532
Magdalena,1982-11-22,378
Magdalena,1995-04-24,283
Magdalena,1999-10-09,204
Magdalena,1999-12-28,935
Magdalena,2003-12-20,280
Magdalena,2008-06-03,753
Magdalena,2018-12-01,264
Mahalia,1906-03-28,329
Mahalia,1912-01-03,798
Mahalia,1922-01-10,920
Mahalia,1935-09-05,555
Mahalia,1956-08-26,567
Mahalia,1961-05-18,630
Mahalia,1974-10-12,651
Mahalia,1980-04-11,326
Mahalia,1998-06-28,833
Mahalia,2007-11-19,155
Mahalia,2011-12-09,915
Mahalia,2016-01-20,586
Mahalia,2019-09-22,285
Maisey,1907-11-24,975
Maisey,1911-08-24,200
Maisey,1922-09-14,234
Maisey,1933-05-20,829
Maisey,1935-03-11,95
Maisey,1937-10-21,988
Maisey,1960-11-06,993
Maisey,1961-07-16,961
Maisey,1965-03-20,262
Maisey,1972-09-12,812
Maisey,1977-07-19,856
Maisey,1986-11-12,436
Maisey,1989-06-28,819
Maisey,1997-12-29,543
Maisey,2010-12-25,650
Malina,1903-12-29,784
Malina,1924-02-16,438
Malina,1937-12-17,624
Malina,1946-03-12,222
Malina,1959-05-19,643
Malina,1977-09-05,843
Malina,1978-10-26,24
Malina,1984-06-28,218
Malina,1985-08-08,386
Malina,1987-02-02,43
Malina,2009-02-09,63
Malina,2013-09-30,691
Mallory,1917-03-31,150
Mallory,1939-12-04,119
Mallory,1950-05-16,310
Mallory,1971-04-07,13
Mallory,1990-04-27,18
Mallory,1995-12-13,893
Mallory,1996-11-09,167
Mallory,1999-10-12,378
Mallory,2001-11-14,177
Mallory,2012-12-29,974
Mamie,1913-11-10,413
Mamie,1914-03-03,708
Mamie,1924-05-14,117
Mamie,1938-08-09,407
Mamie,1942-12-02,645
Mamie,1946-02-26,675
Mamie,1953-01-31,864
Mamie,1966-04-19,260
Mamie,1983-12-07,140
Mamie,1985-09-28,842
Mamie,1998-10-11,622
Mamie,2013-09-03,840
Mara,1911-02-09,983
Mara,1940-10-24,591
Mara,1941-10-10,977
Mara,1946-11-21,544
Mara,1948-04-17,993
Mara,1959-09-16,785
Mara,1968-06-10,598
Mara,1970-09-12,836
Mara,1993-07-03,336
Mara,1995-08-26,454
Mara,2002-07-04,396
Mara,2004-03-03,616
Mara,2010-10-03,244
Marcelline,1926-09-17,564
Marcelline,1929-01-21,258
Marcelline,1936-05-11,374
Marcelline,1940-04-17,963
Marcelline,1947-09-23,94
Marcelline,1952-12-05,791
Marcelline,1965-01-05,837
Marcelline,1967-06-30,824
Marcelline,1978-09-18,988
Marcelline,1984-06-28,300
Marcelline,1988-02-10,663
Marcelline,1990-05-17,904
Marcelline,1991-02-12,168
Marcelline,1995-05-22,396
Marcelline,2009-01-04,659
Marcelline,2013-05-25,125
Marcy,1903-06-18,117
Marcy,1911-02-12,407
Marcy,1915-04-26,530
Marcy,1929-02-02,125
Marcy,1938-05-27,759
Marcy,1939-07-25,205
Marcy,1941-10-17,626
Marcy,1944-08-18,719
Marcy,1956-06-05,935
Marcy,1987-05-26,445
Marcy,1999-07-23,836
Marcy,2004-03-31,126
Marcy,2004-12-31,559
Marcy,2006-07-03,935
Margalo,1900-07-13,561
Margalo,1902-01-27,745
Margalo,1911-07-24,701
Margalo,1923-07-17,205
Margalo,1925-06-21,422
Margalo,1936-11-19,810
Margalo,1955-07-07,15
Margalo,1961-09-28,12
Margalo,1975-05-14,20
Margalo,1990-03-31,390
Margalo,1991-10-07,568
Margalo,2012-07-27,152
Margalo,2016-11-13,393
Margalo,2019-06-17,249
Margarette,1902-03-29,15
Margarette,1908-01-29,864
Margarette,1924-05-11,462
Margarette,1930-01-03,281
Margarette,1959-05-16,635
Margarette,1963-12-23,806
Margarette,1967-10-13,12
Margarette,1968-03-27,893
Margarette,1976-12-05,72
Margarette,1981-06-24,501
Margarette,1989-01-28,38
Margarette,1990-03-13,347
Margarette,1995-02-01,273
Margette,1909-02-18,284
Margette,1910-09-06,292
Margette,1924-01-23,704
Margette,1927-03-03,943
Margette,1930-05-11,932
Margette,1932-11-14,443
Margette,1937-06-08,565
Margette,1937-07-07,200
Margette,1942-11-16,125
Margette,1969-05-21,344
Margette,1971-06-13,87
Margette,1975-12-19,561
Margette,1979-08-12,187
Margette,1993-05-12,802
Margette,1994-07-27,633
Margette,2004-02-04,503
Margette,2006-09-23,630
Margette,2009-07-13,919
Margette,2011-04-05,167
Margette,2011-12-03,507
Margette,2019-06-29,434
Marguerite,1912-08-01,486
Marguerite,1931-01-25,123
Marguerite,1944-06-05,103
Marguerite,1964-07-20,204
Marguerite,1976-12-25,938
Marguerite,1977-03-16,166
Marguerite,1989-03-31,521
Marguerite,1994-10-13,422
Marguerite,1995-05-22,302
Marguerite,2006-01-29,550
Mariann,1918-11-15,597
Mariann,1918-12-18,335
Mariann,1929-03-30,862
Mariann,1944-09-25,511
Mariann,1946-01-26,186
Mariann,1953-03-16,434
Mariann,1960-11-18,973
Mariann,1974-12-03,736
Mariann,1995-12-29,816
Mariann,2006-02-10,951
Mariann,2010-06-26,780
Mariann,2019-07-07,299
Maridel,1904-10-02,86
Maridel,1915-03-28,196
Maridel,1928-04-13,624
Maridel,1931-01-01,817
Maridel,1964-03-08,411
Maridel,1984-05-05,948
Maridel,1984-10-14,45
Maridel,1993-05-11,351
Maridel,2005-06-08,595
Maridel,2017-07-27,670
Mariele,1914-08-28,65
Mariele,1914-09-09,996
Mariele,1916-03-17,957
Mariele,1928-02-03,212
Mariele,1929-05-12,272
Mariele,1940-08-24,359
Mariele,1941-08-08,76
Mariele,1947-08-13,57
Mariele,1955-04-11,204
Mariele,1968-10-25,383
Mariele,1971-07-13,741
Mariele,1990-04-18,721
Mariele,1990-10-11,985
Mariele,1993-01-20,538
Mariele,2015-06-02,815
Marika,1906-08-10,233
Marika,1919-02-28,557
Marika,1924-11-14,347
Marika,1929-08-01,325
Marika,1946-05-29,809
Marika,1975-10-01,925
Marika,1981-06-05,675
Marika,1996-12-28,989
Marinna,1903-04-18,912
Marinna,1907-04-18,866
Marinna,1925-09-18,418
Marinna,1925-12-27,72
Marinna,1937-09-12,923
Marinna,1941-08-05,641
Marinna,1964-11-10,134
Marinna,1972-01-09,466
Marinna,1994-08-18,313
Marinna,2007-03-13,118
Marinna,2008-08-26,747
Marinna,2016-07-23,612
Marita,1906-12-28,153
Marita,1913-03-25,649
Marita,1913-11-11,489
Marita,1920-08-26,187
Marita,1926-01-27,358
Marita,1929-01-25,934
Marita,1953-05-01,939
Marita,1954-03-26,180
Marita,1961-02-17,270
Marita,1963-07-07,143
Marita,1992-05-30,12
Marita,2003-09-09,986
Marita,2011-12-04,313
Marita,2017-10-19,267
Marjie,1900-07-02,65
Marjie,1925-11-22,374
Marjie,1929-09-18,247
Marjie,1931-04-02,413
Marjie,1932-12-04,50
Marjie,1938-11-20,415
Marjie,1964-11-05,606
Marjie,1966-07-24,507
Marjie,1972-06-18,501
Marjie,1972-12-16,309
Marjie,1982-04-16,139
Marjie,1984-08-21,683
Marjie,1991-11-02,993
Marjie,2004-04-27,329
Marjie,2011-07-30,547
Marleah,1903-07-05,13
Marleah,1905-12-29,318
Marleah,1907-11-06,303
Marleah,1908-06-24,168
Marleah,1927-01-12,213
Marleah,1967-12-09,827
Marleah,1970-11-26,635
Marleah,1979-11-23,20
Marleah,1984-12-03,70
Marleah,1988-05-30,452
Marleah,1992-03-07,780
Marleah,2012-08-19,855
Marleah,2016-10-02,358
Marline,1905-11-05,973
Marline,1908-09-26,851
Marline,1910-01-10,198
Marline,1922-10-17,84
Marline,1933-09-09,443
Marline,1934-01-17,894
Marline,1941-03-14,232
Marline,1945-09-25,36
Marline,1947-08-28,547
Marline,1949-06-21,568
Marline,1954-06-04,208
Marline,1957-12-15,159
Marline,1973-01-28,649
Marline,1987-11-02,653
Marline,1988-10-03,201
Marline,2002-06-19,225
Marnia,1905-12-18,927
Marnia,1906-12-22,149
Marnia,1918-09-19,756
Marnia,1922-01-27,161
Marnia,1926-12-29,16
Marnia,1932-07-17,718
Marnia,1941-02-14,516
Marnia,1945-08-15,228
Marnia,1957-10-08,598
Marnia,1966-10-05,650
Marnia,1983-05-03,69
Marnia,1985-01-05,471
Marnia,1985-06-25,35
Marnia,1990-01-15,217
Marnia,2002-06-26,690
Marnia,2002-07-20,992
Marnia,2012-03-14,741
Marsiella,1904-02-20,645
Marsiella,1908-03-05,907
Marsiella,1909-09-15,271
Marsiella,1910-05-01,747
Marsiella,1911-06-09,139
Marsiella,1915-03-07,322
Marsiella,1918-03-09,206
Marsiella,1929-01-28,342
Marsiella,1931-11-15,638
Marsiella,1933-04-12,277
Marsiella,1933-07-14,767
Marsiella,1935-07-02,580
Marsiella,1947-05-01,523
Marsiella,1947-12-21,526
Marsiella,1949-01-05,687
Marsiella,1953-07-12,770
Marsiella,2019-04-12,390
Marti,1912-06-18,302
Marti,1935-08-20,817
Marti,1938-01-28,358
Marti,1947-02-07,847
Marti,1955-12-06,169
Marti,1956-03-13,573
Marti,1956-04-25,849
Marti,1958-03-04,216
Marti,1961-08-21,737
Marti,1969-07-08,694
Marti,1971-07-28,496
Marti,1983-12-09,178
Marti,2001-10-08,936
Marti,2002-06-16,492
Marti,2006-05-10,789
Marti,2011-02-03,538
Mary,1905-06-16,868
Mary,1914-01-27,826
Mary,1918-06-16,834
Mary,1921-12-25,775
Mary,1922-03-25,758
Mary,1929-03-28,378
Mary,1933-11-13,229
Mary,1940-11-06,692
Mary,1955-12-12,682
Mary,1960-02-15,438
Mary,1960-02-26,423
Mary,1964-07-09,424
Mary,1973-02-20,703
Mary,1978-11-25,763
Mary,1983-02-01,209
Mary,1997-12-05,805
Maryellen,1908-02-03,782
Maryellen,1922-08-18,704
Maryellen,1925-05-30,248
Maryellen,1940-01-13,637
Maryellen,1945-03-24,138
Maryellen,1955-09-05,681
Maryellen,1967-07-15,453
Maryellen,1970-05-31,507
Maryellen,1978-11-22,364
Maryellen,1984-02-16,109
Maryellen,1989-09-14,28
Marylou,1907-02-08,229
Marylou,1908-09-29,531
Marylou,1929-04-06,949
Marylou,1938-10-09,624
Marylou,1943-07-23,326
Marylou,1954-09-19,72
Marylou,1962-12-11,319
Marylou,1962-12-22,806
Marylou,1967-12-02,572
Marylou,1978-04-26,74
Marylou,1984-03-09,699
Marylou,1987-12-26,796
Marylou,2006-07-24,727
Marylou,2013-08-06,6
Marylou,2017-08-12,703
Mathilda,1915-04-17,26
Mathilda,1925-07-24,299
Mathilda,1928-08-24,879
Mathilda,1957-08-21,132
Mathilda,1965-10-14,511
Mathilda,1978-05-02,172
Mathilda,1994-05-21,189
Mathilda,1994-08-27,523
Mathilda,1998-08-30,903
Mathilda,2003-04-24,373
Mathilda,2003-06-21,277
Mathilda,2009-04-17,345
Maud,1907-06-14,441
Maud,1911-02-11,550
Maud,1920-07-15,773
Maud,1926-07-08,727
Maud,1944-07-07,358
Maud,1944-11-09,690
Maud,1945-10-05,829
Maud,1947-01-22,4
Maud,1960-03-07,444
Maud,1961-08-18,714
Maud,1972-04-14,987
Maud,1974-04-14,945
Maud,1992-05-19,564
Maud,1999-10-17,240
Maud,2000-05-27,70
Maud,2003-04-07,593
Maurene,1910-07-23,772
Maurene,1915-06-27,275
Maurene,1916-09-02,246
Maurene,1928-03-24,202
Maurene,1936-09-24,708
Maurene,1941-09-05,414
Maurene,1946-05-01,252
Maurene,1952-09-13,891
Maurene,1965-03-25,708
Maurene,1971-08-04,845
Maurene,1980-10-19,911
Maurene,1987-05-31,344
Maurene,1987-08-29,951
Maurene,1996-02-25,790
Maurene,2001-01-20,457
Maurene,2001-10-28,686
Maurene,2010-03-16,748
Maurene,2012-09-21,868
Maurene,2016-11-20,304
Max,1900-06-24,465
Max,1915-04-04,898
Max,1928-02-23,953
Max,1946-08-08,502
Max,1947-07-04,210
Max,1965-03-26,244
Max,1977-12-09,655
Max,1983-07-26,595
Max,1987-12-10,385
Max,1993-02-08,80
Max,1997-03-27,597
Max,1998-04-22,134
Max,2006-12-17,302
Max,2012-04-13,450
Maye,1900-06-22,647
Maye,1917-04-27,498
Maye,1917-12-11,574
Maye,1920-05-07,990
Maye,1926-11-30,735
Maye,1930-10-11,927
Maye,1935-01-09,128
Maye,1941-04-06,409
Maye,1947-09-04,14
Maye,1948-08-11,189
Maye,1950-03-21,612
Maye,1967-07-02,429
Maye,1983-02-24,22
Maye,1989-01-09,632
Maye,1996-12-09,407
Maye,2000-07-09,8
Maye,2016-05-06,594
Meg,1905-12-16,960
Meg,1908-10-30,597
Meg,1915-08-03,495
Meg,1923-04-20,214
Meg,1929-09-14,608
Meg,1932-09-26,822
Meg,1936-10-17,415
Meg,1941-06-10,127
Meg,1945-02-11,893
Meg,1945-06-03,972
Meg,1965-06-26,396
Meg,1985-03-02,108
Meg,1985-06-25,871
Meg,1994-09-05,408
Meg,2003-06-18,139
Meg,2018-04-01,288
Meghann,1900-05-09,2
Meghann,1901-01-21,173
Meghann,1916-08-31,464
Meghann,1917-05-24,432
Meghann,1925-01-31,747
Meghann,1932-01-24,338
Meghann,1944-11-14,213
Meghann,1957-06-04,542
Meghann,1957-06-30,874
Meghann,1978-07-08,660
Meghann,1990-12-02,970
Meghann,1994-06-10,343
Meghann,2000-08-12,873
Melanie,1903-05-22,619
Melanie,1916-05-15,383
Melanie,1916-11-07,435
Melanie,1916-11-16,20
Melanie,1922-02-09,851
Melanie,1929-10-13,115
Melanie,1931-06-04,619
Melanie,1938-03-31,663
Melanie,1948-05-22,294
Melanie,1976-08-05,210
Melanie,1978-03-17,633
Melanie,1986-05-28,329
Melanie,2009-02-28,704
Melanie,2018-03-12,998
Melina,1905-04-15,58
Melina,1957-03-19,16
Melina,1973-07-28,692
Melina,1987-03-12,955
Melina,1995-02-22,678
Melina,1997-04-27,658
Melina,2002-10-09,356
Melina,2009-01-05,921
Melina,2016-09-01,725
Melina,2018-01-19,191
Melisent,1903-04-08,36
Melisent,1905-07-25,193
Melisent,1946-06-24,245
Melisent,1948-10-31,704
Melisent,1949-01-15,501
Melisent,1954-08-26,641
Melisent,1957-05-02,611
Melisent,1968-07-06,712
Melisent,1975-06-16,490
Melisent,1985-03-14,599
Mellicent,1927-01-03,600
Mellicent,1936-09-23,314
Mellicent,1945-06-23,152
Mellicent,1955-09-03,158
Mellicent,1958-08-30,626
Mellicent,1963-12-16,714
Mellicent,1964-02-07,993
Mellicent,1972-07-09,215
Mellicent,1973-01-19,154
Mellicent,1984-06-10,286
Mellicent,2009-07-25,694
Melodie,1907-01-14,283
Melodie,1913-12-21,719
Melodie,1914-01-17,580
Melodie,1920-08-27,910
Melodie,1921-08-19,617
Melodie,1930-07-10,921
Melodie,1950-10-31,302
Melodie,1959-06-30,491
Melodie,1964-03-03,237
Melodie,1964-03-29,627
Melodie,1966-03-02,814
Melodie,1968-07-03,878
Melodie,1987-08-12,824
Melodie,2003-01-03,208
Melodie,2005-11-20,423
Merci,1900-12-04,200
Merci,1906-03-06,45
Merci,1906-06-14,953
Merci,1913-02-23,221
Merci,1923-05-28,476
Merci,1931-04-08,337
Merci,1945-01-17,228
Merci,1947-04-27,893
Merci,1950-07-03,656
Merci,1956-10-03,442
Merci,1958-11-26,114
Merci,1964-06-22,322
Merci,1982-09-07,210
Merci,2001-04-18,33
Merci,2001-08-15,141
Meriel,1901-04-02,503
Meriel,1902-02-10,163
Meriel,1902-09-22,534
Meriel,1911-11-03,753
Meriel,1923-09-27,550
Meriel,1925-11-11,387
Meriel,1933-09-12,817
Meriel,1962-03-20,614
Meriel,1962-09-04,674
Meriel,1962-09-25,756
Meriel,1964-09-07,793
Meriel,1965-09-07,573
Meriel,1977-12-15,461
Meriel,2001-12-13,963
Meriel,2007-02-05,745
Merle,1901-07-29,854
Merle,1925-12-13,952
Merle,1927-11-27,186
Merle,1930-04-29,323
Merle,1933-08-24,454
Merle,1948-01-22,762
Merle,1949-02-02,663
Merle,1953-12-27,279
Merle,1955-07-02,259
Merle,1960-11-25,377
Merle,1995-04-23,979
Merle,2012-01-13,204
Merrie,1903-12-02,687
Merrie,1916-05-14,430
Merrie,1996-06-11,375
Merrie,2005-04-01,921
Merrie,2005-11-23,621
Merrie,2010-02-05,911
Merry,1909-10-23,865
Merry,1915-07-05,492
Merry,1924-03-31,115
Merry,1925-02-06,702
Merry,1939-09-08,627
Merry,1954-03-18,258
Merry,1954-05-28,711
Merry,1966-09-15,577
Merry,1977-09-07,350
Merry,1980-06-06,596
Merry,1983-01-14,346
Merry,1993-09-13,457
Merry,1999-01-26,50
Merry,2005-02-12,808
Merry,2007-12-31,447
Michaelina,1903-06-07,280
Michaelina,1908-12-28,50
Michaelina,1928-02-02,437
Michaelina,1945-08-05,321
Michaelina,1947-12-24,52
Michaelina,1960-03-13,418
Michaelina,1961-08-01,793
Michaelina,1978-05-30,846
Michaelina,1985-08-30,501
Michaelina,2007-05-01,827
Micheline,1920-08-28,371
Micheline,1920-08-31,143
Micheline,1921-03-04,946
Micheline,1942-01-11,246
Micheline,1943-10-17,218
Micheline,1962-08-12,882
Micheline,1980-08-16,231
Micheline,1987-12-19,914
Micheline,1991-04-24,945
Micheline,1997-05-07,851
Micheline,2000-07-14,512
Micheline,2000-12-24,751
Micheline,2012-03-08,300
Micheline,2014-02-05,293
Mignon,1901-08-19,398
Mignon,1902-06-15,198
Mignon,1911-04-26,648
Mignon,1919-01-05,812
Mignon,1928-01-03,741
Mignon,1931-04-24,75
Mignon,1952-09-18,772
Mignon,1956-09-01,507
Mignon,1963-04-03,356
Mignon,1977-03-10,833
Mignon,1982-02-20,901
Mignon,1987-06-04,315
Mignon,2001-05-22,828
Mignon,2008-11-29,832
Mildrid,1914-01-01,144
Mildrid,1914-12-07,392
Mildrid,1922-10-30,356
Mildrid,1940-04-07,402
Mildrid,1950-03-11,383
